timestamp,actual_kwh,active_model,blend_weight_transfer,prediction_kwh,uncertainty_std,lower_ci_90,upper_ci_90,transfer_pred_kwh,pretransfer_pred_kwh,rolling_mae_transfer,rolling_mae_pretransfer,stream_hour
2016-02-07 00:00:00,938.2777,blend,0.5,71.3789,0.0,58.9499,58.9499,53.9689,88.7889,884.3088,849.4888,0
2016-02-07 01:00:00,970.8528,blend,0.5,71.3729,0.0,46.9082,46.9082,53.9571,88.7887,900.6022,865.7764,1
2016-02-07 02:00:00,967.5765,blend,0.5,71.3676,0.0,50.413,50.413,53.9465,88.7886,904.9448,870.1136,2
2016-02-07 03:00:00,914.6581,blend,0.5,71.3617,0.0,60.1213,60.1213,53.9349,88.7885,893.8894,859.0526,3
2016-02-07 04:00:00,936.1302,blend,0.5,71.3557,0.0,47.9127,47.9127,53.923,88.7884,891.553,856.7104,4
2016-02-07 05:00:00,945.9635,blend,0.5,71.3459,0.0,54.2583,54.2583,53.9034,88.7883,891.6375,856.7879,5
2016-02-07 06:00:00,952.35,blend,0.5,71.3331,0.0,55.632,55.632,53.8782,88.7881,892.6138,857.7556,6
2016-02-07 07:00:00,926.6123,blend,0.5,71.3263,0.0,61.0152,61.0152,53.8645,88.7881,890.1306,855.2642,7
2016-02-07 08:00:00,942.0109,blend,0.5,71.3193,0.0,54.3137,54.3137,53.8505,88.7881,889.9117,855.0374,8
2016-02-07 09:00:00,944.8187,blend,0.5,71.3183,0.0,54.086,54.086,53.8486,88.788,890.0175,855.1367,9
2016-02-07 10:00:00,949.4299,blend,0.5,71.3197,0.0,46.7791,46.7791,53.8515,88.7879,890.523,855.6372,10
2016-02-07 11:00:00,940.2224,blend,0.5,71.3203,0.0,48.3465,48.3465,53.8528,88.7878,890.1769,855.287,11
2016-02-07 12:00:00,944.811,blend,0.5,71.3224,0.0,51.8632,51.8632,53.8571,88.7878,890.2367,855.3436,12
2016-02-07 13:00:00,943.5741,blend,0.5,71.3211,0.0,51.0416,51.0416,53.8544,88.7878,890.1998,855.3038,13
2016-02-07 14:00:00,924.072,blend,0.5,71.3109,0.0,59.2473,59.2473,53.834,88.7879,888.869,853.9691,14
2016-02-07 15:00:00,963.7629,blend,0.5,71.2862,0.0,67.1511,67.1511,53.7844,88.788,890.1883,855.282,15
2016-02-07 16:00:00,952.2428,blend,0.5,71.2473,0.0,60.0784,60.0784,53.7065,88.7882,890.6794,855.7627,16
2016-02-07 17:00:00,955.256,blend,0.5,71.2324,0.0,52.2583,52.2583,53.6765,88.7883,891.2849,856.3575,17
2016-02-07 18:00:00,961.613,blend,0.5,71.2398,0.0,44.8536,44.8536,53.6912,88.7884,892.1606,857.2242,18
2016-02-07 19:00:00,983.3648,blend,0.5,71.2574,0.0,53.537,53.537,53.7264,88.7884,894.0345,859.0918,19
2016-02-07 20:00:00,961.7888,blend,0.5,71.2647,0.0,52.7134,52.7134,53.7408,88.7886,894.7018,859.7541,20
2016-02-07 21:00:00,964.0828,blend,0.5,71.2743,0.0,50.6617,50.6617,53.7599,88.7887,895.4118,860.4604,21
