timestamp,actual_kwh,active_model,blend_weight_transfer,prediction_kwh,uncertainty_std,lower_ci_90,upper_ci_90,transfer_pred_kwh,pretransfer_pred_kwh,rolling_mae_transfer,rolling_mae_pretransfer,stream_hour
2016-02-07 00:00:00,59.29,blend,0.5,69.117,0.0,58.7121,58.7121,60.937,77.297,1.647,18.007,0
2016-02-07 01:00:00,59.16,blend,0.5,69.0518,0.0,51.9402,51.9402,60.8066,77.2969,1.6468,18.0719,1
2016-02-07 02:00:00,59.0,blend,0.5,68.997,0.0,54.2422,54.2422,60.6972,77.2969,1.6636,18.1469,2
2016-02-07 03:00:00,59.14,blend,0.5,68.9672,0.0,57.4533,57.4533,60.6376,77.2969,1.6221,18.1494,3
2016-02-07 04:00:00,59.66,blend,0.5,68.9328,0.0,53.1615,53.1615,60.5686,77.2969,1.4794,18.0469,4
2016-02-07 05:00:00,58.83,blend,0.5,68.9142,0.0,62.9876,62.9876,60.5314,77.2969,1.5164,18.1169,5
2016-02-07 06:00:00,59.32,blend,0.5,68.9306,0.0,54.9702,54.9702,60.5644,77.2968,1.4775,18.0969,6
2016-02-07 07:00:00,59.13,blend,0.5,68.9618,0.0,70.047,70.047,60.6269,77.2968,1.48,18.1056,7
2016-02-07 08:00:00,52.61,blend,0.5,69.0293,0.0,65.3235,65.3235,60.7617,77.2968,2.2213,18.8369,8
2016-02-07 09:00:00,66.68,blend,0.5,69.1052,0.0,71.745,71.745,60.9138,77.2965,2.5758,18.0148,9
2016-02-07 10:00:00,67.73,blend,0.5,69.1493,0.0,65.3398,65.3398,61.0023,77.2963,2.9532,17.2468,10
2016-02-07 11:00:00,66.46,blend,0.5,69.1966,0.0,66.7512,66.7512,61.0969,77.2963,3.154,16.7126,11
2016-02-07 12:00:00,66.19,blend,0.5,69.2284,0.0,63.8182,63.8182,61.1605,77.2963,3.2983,16.2813,12
2016-02-07 13:00:00,66.52,blend,0.5,69.2335,0.0,53.6376,53.6376,61.1707,77.2963,3.4448,15.8881,13
2016-02-07 14:00:00,66.57,blend,0.5,69.2129,0.0,61.3311,61.3311,61.1294,77.2963,3.5778,15.544,14
2016-02-07 15:00:00,66.23,blend,0.5,69.169,0.0,65.2383,65.2383,61.0415,77.2964,3.6785,15.2641,15
2016-02-07 16:00:00,66.74,blend,0.5,69.0973,0.0,54.5168,54.5168,60.8983,77.2964,3.8058,14.9872,16
2016-02-07 17:00:00,65.09,blend,0.5,68.9937,0.0,53.1825,53.1825,60.6909,77.2965,3.8387,14.8327,17
2016-02-07 18:00:00,55.09,blend,0.5,68.8579,0.0,53.9493,53.9493,60.4192,77.2965,3.9172,15.2208,18
2016-02-07 19:00:00,59.08,blend,0.5,68.6612,0.0,53.0301,53.0301,60.0259,77.2966,3.7686,15.3706,19
2016-02-07 20:00:00,58.84,blend,0.5,68.4197,0.0,51.074,51.074,59.5428,77.2967,3.6226,15.5176,20
2016-02-07 21:00:00,59.09,blend,0.5,68.1362,0.0,53.6129,53.6129,58.9758,77.2967,3.4631,15.6398,21
2016-02-07 22:00:00,59.4,blend,0.5,67.8361,0.0,57.0714,57.0714,58.3754,77.2967,3.3571,15.7379,22
2016-02-07 23:00:00,58.61,blend,0.5,67.4892,0.0,48.2351,48.2351,57.6815,77.2968,3.2559,15.8608,23
2016-02-08 00:00:00,58.79,blend,0.5,67.1858,0.0,59.9014,59.9014,57.0749,77.2968,3.1943,15.9666,24
2016-02-08 01:00:00,58.63,blend,0.5,67.3057,0.0,62.6752,62.6752,57.3145,77.297,3.122,16.0705,25
2016-02-08 02:00:00,58.82,blend,0.5,67.6149,0.0,59.6554,59.6554,57.9328,77.2969,3.0393,16.1596,26
2016-02-08 03:00:00,59.26,blend,0.5,68.0314,0.0,61.1194,61.1194,58.7658,77.2969,2.9484,16.2267,27
2016-02-08 04:00:00,59.06,blend,0.5,68.4693,0.0,60.328,60.328,59.6418,77.2969,2.8668,16.296,28
2016-02-08 05:00:00,72.83,blend,0.5,68.8529,0.0,56.4516,56.4516,60.4089,77.2969,3.1852,15.9017,29
2016-02-08 06:00:00,77.36,blend,0.5,69.1469,0.0,62.3682,62.3682,60.9971,77.2968,3.6103,15.3908,30
2016-02-08 07:00:00,78.56,blend,0.5,69.3603,0.0,58.5252,58.5252,61.4239,77.2968,4.033,14.9493,31
2016-02-08 08:00:00,106.54,blend,0.5,69.4828,0.0,57.5409,57.5409,61.6689,77.2968,5.2705,15.3824,32
2016-02-08 09:00:00,112.57,blend,0.5,69.5554,0.0,65.6077,65.6077,61.8143,77.2965,6.6083,15.9675,33
2016-02-08 10:00:00,114.43,blend,0.5,69.5985,0.0,58.0536,58.0536,61.9007,77.2963,7.9203,16.5722,34
2016-02-08 11:00:00,117.57,blend,0.5,69.6197,0.0,63.3712,63.3712,61.9431,77.2963,9.2455,17.2306,35
2016-02-08 12:00:00,117.33,blend,0.5,69.6307,0.0,66.308,66.308,61.9651,77.2962,10.492,17.8469,36
2016-02-08 13:00:00,115.12,blend,0.5,69.6365,0.0,66.5333,66.5333,61.9768,77.2962,11.6144,18.3726,37
2016-02-08 14:00:00,108.31,blend,0.5,69.6381,0.0,59.0514,59.0514,61.9801,77.2962,12.5045,18.6967,38
2016-02-08 15:00:00,110.8,blend,0.5,69.6369,0.0,62.3041,62.3041,61.9777,77.2962,13.4125,19.0669,39
2016-02-08 16:00:00,106.91,blend,0.5,69.6341,0.0,62.2121,62.2121,61.972,77.2962,14.1814,19.3242,40
2016-02-08 17:00:00,96.66,blend,0.5,69.6303,0.0,65.1022,65.1022,61.9642,77.2963,14.6698,19.3251,41
2016-02-08 18:00:00,92.14,blend,0.5,69.6256,0.0,62.0941,62.0941,61.9549,77.2964,15.0307,19.2209,42
2016-02-08 19:00:00,87.68,blend,0.5,69.6197,0.0,51.1563,51.1563,61.943,77.2964,15.274,19.02,43
2016-02-08 20:00:00,80.98,blend,0.5,69.6144,0.0,45.3383,45.3383,61.9323,77.2965,15.3578,18.6792,44
2016-02-08 21:00:00,78.49,blend,0.5,69.6101,0.0,60.9412,60.9412,61.9237,77.2966,15.3841,18.2991,45
2016-02-08 22:00:00,61.3,blend,0.5,69.6066,0.0,60.259,60.259,61.9166,77.2966,15.0699,18.2501,46
2016-02-08 23:00:00,60.18,blend,0.5,69.6039,0.0,46.2271,46.2271,61.9112,77.2967,14.792,18.2265,47
2016-02-09 00:00:00,59.65,blend,0.5,69.6001,0.0,64.0905,64.0905,61.9036,77.2967,14.5361,18.2147,48
2016-02-09 01:00:00,59.87,blend,0.5,69.6009,0.0,64.3198,64.3198,61.905,77.2968,14.2861,18.1989,49
2016-02-09 02:00:00,59.77,blend,0.5,69.6042,0.0,58.6152,58.6152,61.9117,77.2968,14.048,18.1857,50
2016-02-09 03:00:00,60.05,blend,0.5,69.6092,0.0,58.6083,58.6083,61.9216,77.2968,13.8138,18.1677,51
2016-02-09 04:00:00,60.03,blend,0.5,69.6147,0.0,69.1862,69.1862,61.9327,77.2968,13.5891,18.1507,52
2016-02-09 05:00:00,74.51,blend,0.5,69.6205,0.0,57.6779,57.6779,61.9443,77.2967,13.5701,17.8661,53
2016-02-09 06:00:00,76.89,blend,0.5,69.6272,0.0,52.8211,52.8211,61.9579,77.2966,13.5949,17.5487,54
2016-02-09 07:00:00,77.01,blend,0.5,69.6341,0.0,58.9981,58.9981,61.9718,77.2964,13.6207,17.2404,55
2016-02-09 08:00:00,102.27,blend,0.5,69.6387,0.0,58.3098,58.3098,61.9807,77.2966,14.0885,17.3761,56
2016-02-09 09:00:00,110.52,blend,0.5,69.6435,0.0,59.7621,59.7621,61.9906,77.2964,14.6823,17.6493,57
2016-02-09 10:00:00,116.1,blend,0.5,69.6477,0.0,65.8704,65.8704,61.999,77.2963,15.3505,18.0079,58
2016-02-09 11:00:00,115.78,blend,0.5,69.6493,0.0,63.6595,63.6595,62.0023,77.2963,15.9909,18.3492,59
2016-02-09 12:00:00,114.76,blend,0.5,69.6496,0.0,57.131,57.131,62.003,77.2963,16.5936,18.6625,60
2016-02-09 13:00:00,116.64,blend,0.5,69.6482,0.0,68.8117,68.8117,62.0002,77.2962,17.2073,18.9961,61
2016-02-09 14:00:00,112.29,blend,0.5,69.6455,0.0,75.5396,75.5396,61.9946,77.2964,17.7325,19.25,62
2016-02-09 15:00:00,112.49,blend,0.5,69.6423,0.0,59.6939,59.6939,61.9882,77.2964,18.2445,19.4991,63
2016-02-09 16:00:00,111.83,blend,0.5,69.6382,0.0,62.6479,62.6479,61.9799,77.2964,18.7308,19.7304,64
2016-02-09 17:00:00,100.25,blend,0.5,69.6342,0.0,57.0848,57.0848,61.9719,77.2964,19.0269,19.7793,65
2016-02-09 18:00:00,89.64,blend,0.5,69.6296,0.0,57.8562,57.8562,61.9627,77.2965,19.156,19.6683,66
2016-02-09 19:00:00,90.91,blend,0.5,69.6235,0.0,56.7548,56.7548,61.9505,77.2966,19.3002,19.5792,67
2016-02-09 20:00:00,87.38,blend,0.5,69.6166,0.0,72.821,72.821,61.9366,77.2967,19.3892,19.4416,68
2016-02-09 21:00:00,83.49,blend,0.5,69.6139,0.0,67.1869,67.1869,61.931,77.2967,19.4202,19.2524,69
2016-02-09 22:00:00,61.7,blend,0.5,69.6124,0.0,74.1079,74.1079,61.928,77.2968,19.1499,19.2009,70
2016-02-09 23:00:00,59.29,blend,0.5,69.6097,0.0,68.2211,68.2211,61.9225,77.2969,18.9205,19.1843,71
2016-02-10 00:00:00,59.21,blend,0.5,69.6054,0.0,63.1792,63.1792,61.9139,77.2969,18.6984,19.1692,72
2016-02-10 01:00:00,59.26,blend,0.5,69.6035,0.0,65.1628,65.1628,61.9101,77.297,18.4815,19.1539,73
2016-02-10 02:00:00,59.44,blend,0.5,69.6057,0.0,58.8925,58.8925,61.9144,77.297,18.2681,19.1367,74
2016-02-10 03:00:00,59.64,blend,0.5,69.6096,0.0,62.2427,62.2427,61.9223,77.297,18.0577,19.1172,75
2016-02-10 04:00:00,59.36,blend,0.5,69.6155,0.0,61.4084,61.4084,61.934,77.297,17.8566,19.1019,76
2016-02-10 05:00:00,74.82,blend,0.5,69.6218,0.0,71.9659,71.9659,61.9467,77.297,17.7928,18.8887,77
2016-02-10 06:00:00,81.6,blend,0.5,69.6288,0.0,71.4245,71.4245,61.9607,77.2969,17.8161,18.7041,78
2016-02-10 07:00:00,82.16,blend,0.5,69.6359,0.0,60.6856,60.6856,61.9749,77.2968,17.8457,18.5311,79
2016-02-10 08:00:00,100.17,blend,0.5,69.6404,0.0,51.2843,51.2843,61.984,77.2968,18.0969,18.5847,80
2016-02-10 09:00:00,113.97,blend,0.5,69.6451,0.0,70.7512,70.7512,61.9937,77.2966,18.51,18.8053,81
2016-02-10 10:00:00,116.43,blend,0.5,69.6487,0.0,61.4458,61.4458,62.0009,77.2964,18.9428,19.0502,82
2016-02-10 11:00:00,116.16,blend,0.5,69.6499,0.0,72.3158,72.3158,62.0035,77.2963,19.362,19.2861,83
2016-02-10 12:00:00,117.76,blend,0.5,69.6496,0.0,57.2926,57.2926,62.0029,77.2963,19.7902,19.5352,84
2016-02-10 13:00:00,118.4,blend,0.5,69.6484,0.0,72.2539,72.2539,62.0005,77.2963,20.2159,19.786,85
2016-02-10 14:00:00,111.2,blend,0.5,69.6472,0.0,64.0906,64.0906,61.998,77.2963,20.549,19.9483,86
2016-02-10 15:00:00,114.82,blend,0.5,69.6449,0.0,69.4035,69.4035,61.9935,77.2964,20.9158,20.148,87
2016-02-10 16:00:00,109.77,blend,0.5,69.6417,0.0,68.0634,68.0634,61.9871,77.2964,21.2177,20.2865,88
2016-02-10 17:00:00,99.94,blend,0.5,69.6378,0.0,65.02,65.02,61.9792,77.2965,21.4037,20.3127,89
2016-02-10 18:00:00,97.93,blend,0.5,69.6323,0.0,62.3097,62.3097,61.9681,77.2966,21.5637,20.3162,90
2016-02-10 19:00:00,97.13,blend,0.5,69.6263,0.0,51.7238,51.7238,61.9559,77.2967,21.7116,20.311,91
