epoch,step,test_loss,test_mae,test_rmse,train_loss,val_loss,val_mae,val_rmse
0,24,,,,,4969.11474609375,67.40209197998047,70.3554458618164
0,24,,,,5867.48291015625,,,
1,49,,,,,3322.10009765625,53.81474685668945,57.4724006652832
1,49,,,,4243.6884765625,,,
2,74,,,,,1785.0155029296875,36.86383819580078,42.03293991088867
2,74,,,,2650.777587890625,,,
3,99,,,,,690.3517456054688,18.434221267700195,26.010181427001953
3,99,,,,1287.22119140625,,,
4,124,,,,,429.9112548828125,18.183374404907227,20.51911735534668
4,124,,,,575.8674926757812,,,
5,149,,,,,431.990966796875,16.9976806640625,20.58066749572754
5,149,,,,514.0471801757812,,,
6,174,,,,,428.8172607421875,18.083345413208008,20.494386672973633
6,174,,,,478.0260925292969,,,
7,199,,,,,426.6223449707031,17.35325813293457,20.45020294189453
7,199,,,,507.497802734375,,,
8,224,,,,,428.825927734375,17.134296417236328,20.50454330444336
8,224,,,,498.4030456542969,,,
9,249,,,,,426.0833740234375,17.593671798706055,20.43498420715332
9,249,,,,490.0140686035156,,,
10,274,,,,,427.4287414550781,17.24748420715332,20.470375061035156
10,274,,,,491.8075866699219,,,
11,299,,,,,427.9707336425781,17.197160720825195,20.483701705932617
11,299,,,,503.2001647949219,,,
12,324,,,,,426.5234069824219,17.37240219116211,20.44767189025879
12,324,,,,506.366455078125,,,
13,349,,,,,426.10784912109375,17.508256912231445,20.436447143554688
13,349,,,,511.5624694824219,,,
14,374,,,,,426.9268798828125,17.305728912353516,20.4578914642334
14,374,,,,488.1681213378906,,,
15,399,,,,,426.0946960449219,17.5195255279541,20.43602180480957
15,399,,,,495.7536315917969,,,
16,424,,,,,426.08380126953125,17.532039642333984,20.435632705688477
16,424,,,,494.14019775390625,,,
17,449,,,,,426.6072998046875,17.35603141784668,20.449819564819336
17,449,,,,491.8938903808594,,,
18,474,,,,,426.0900573730469,17.60224151611328,20.4350528717041
18,474,,,,497.3672180175781,,,
19,499,,,,,428.0413513183594,17.191333770751953,20.485429763793945
19,499,,,,501.8565368652344,,,
20,500,456.1524963378906,18.029550552368164,21.240234375,,,,
