epoch,step,test_loss,test_mae,test_rmse,train_loss,val_loss,val_mae,val_rmse
0,24,,,,,794.4379272460938,23.328306198120117,27.834009170532227
0,24,,,,1162.6292724609375,,,
1,49,,,,,408.6399230957031,16.315059661865234,20.040475845336914
1,49,,,,535.2542724609375,,,
2,74,,,,,401.37646484375,15.76781940460205,19.871231079101562
2,74,,,,334.0157470703125,,,
3,99,,,,,385.93621826171875,15.275123596191406,19.501991271972656
3,99,,,,283.0360107421875,,,
4,124,,,,,395.5531311035156,15.174116134643555,19.72756004333496
4,124,,,,254.7635498046875,,,
5,149,,,,,391.8238525390625,14.7382173538208,19.62869644165039
5,149,,,,231.1042022705078,,,
6,174,,,,,387.3106384277344,14.704193115234375,19.523754119873047
6,174,,,,222.01995849609375,,,
7,199,,,,,397.1781311035156,14.874114990234375,19.77436637878418
7,199,,,,219.8505096435547,,,
8,224,,,,,402.5788879394531,14.75863265991211,19.905195236206055
8,224,,,,205.355712890625,,,
9,225,457.79595947265625,15.897835731506348,21.227577209472656,,,,
