epoch,step,test_loss,test_mae,test_rmse,train_loss,val_loss,val_mae,val_rmse
0,932,,,,,78501.203125,260.6042785644531,270.4448547363281
0,932,,,,126787.5546875,,,
1,1865,,,,,77971.7265625,259.59991455078125,269.4793395996094
1,1865,,,,103540.59375,,,
2,2798,,,,,68010.625,201.06814575195312,222.04371643066406
2,2798,,,,101238.65625,,,
3,3731,,,,,35636.69921875,124.01099395751953,136.72994995117188
3,3731,,,,10715.9404296875,,,
4,4664,,,,,43328.546875,137.81004333496094,153.13900756835938
4,4664,,,,4615.40625,,,
5,5597,,,,,32534.71484375,118.45240020751953,128.93197631835938
5,5597,,,,4796.19384765625,,,
6,6530,,,,,34325.9296875,122.28005981445312,136.19357299804688
6,6530,,,,4552.4716796875,,,
7,7463,,,,,73436.796875,187.2071990966797,203.83506774902344
7,7463,,,,4789.82861328125,,,
8,8396,,,,,65439.7578125,174.29904174804688,194.79505920410156
8,8396,,,,4576.48388671875,,,
9,9329,,,,,57205.2890625,160.3036346435547,175.55889892578125
9,9329,,,,4294.0537109375,,,
10,10262,,,,,38860.2734375,130.7950439453125,144.65570068359375
10,10262,,,,4391.5791015625,,,
11,11195,,,,,34399.78515625,121.58372497558594,134.46380615234375
11,11195,,,,4209.72119140625,,,
12,12128,,,,,38509.05859375,128.4582061767578,144.24195861816406
12,12128,,,,4011.911865234375,,,
13,13061,,,,,41518.8125,133.89793395996094,149.7314910888672
13,13061,,,,4026.411865234375,,,
14,13994,,,,,46170.19921875,142.20228576660156,157.100341796875
14,13994,,,,3930.577392578125,,,
15,14927,,,,,53605.84765625,153.33175659179688,170.72683715820312
15,14927,,,,3917.440673828125,,,
16,14928,84543.4375,229.9290313720703,240.3108673095703,,,,
